Date,Timestamp,Half,Team,Player,Event,Assist By,Highlight,Assist Highlight,Shot X,Shot Y,Assist X,Assist Y
2026-05-28,23:49.923,1H,A,Xavier,Nutmegs,,none,,,,,
2026-05-28,23:49.923,1H,B,Gio,Blocks,,none,,,,,
2026-05-28,23:54.165,1H,A,Xavier,Interceptions,,none,,,,,
2026-05-28,23:55.228,1H,A,Xavier,On Target,,none,,,,,
2026-05-28,23:55.228,1H,A,Xavier,Goals,,none,none,0.825,0.694,,
2026-05-28,24:07.543,1H,B,Richard,GK Removed,,,,,,,
2026-05-28,24:07.543,1H,B,Gio,GK On,,,,,,,
2026-05-28,24:21.918,1H,A,Alberto,Tackles,,none,,,,,
2026-05-28,24:26.424,1H,B,James,Interceptions,,none,,,,,
2026-05-28,24:26.509,1H,B,James,Nutmegs,,none,,,,,
2026-05-28,24:29.471,1H,B,Ines,Key Passes,,none,,,,,
2026-05-28,24:31.445,1H,B,Richard,Off Target,,none,,,,,
2026-05-28,24:34.100,1H,B,Ines,Off Target,,none,,,,,
2026-05-28,24:36.824,1H,B,James,Off Target,,none,,,,,
2026-05-28,24:39.709,1H,B,Jake,Off Target,,none,,,,,
2026-05-28,24:42.578,1H,B,Ines,Off Target,,none,,,,,
2026-05-28,24:47.047,1H,B,Ines,Off Target,,none,,,,,
2026-05-28,24:47.047,1H,B,Ines,Post,,none,,,,,
2026-05-28,25:07.364,1H,B,Ines,Tackles,,none,,,,,
2026-05-28,25:08.067,1H,B,Ines,On Target,,none,,,,,
2026-05-28,25:08.067,1H,B,Ines,Goals,,none,none,0.809,0.211,,
2026-05-28,25:15.489,2H,A,James2,GK Removed,,,,,,,
2026-05-28,25:15.489,2H,A,Alberto,GK On,,,,,,,
2026-05-28,25:15.489,2H,B,Gio,GK Removed,,,,,,,
2026-05-28,25:15.489,2H,B,James,GK On,,,,,,,
2026-05-28,25:31.702,2H,B,Jake,Interceptions,,none,,,,,
2026-05-28,25:41.616,2H,B,Richard,Interceptions,,none,,,,,
2026-05-28,25:46.552,2H,A,Lach2,Tackles,,none,,,,,
2026-05-28,25:54.070,2H,A,Lach2,On Target,,none,,,,,
2026-05-28,25:54.030,2H,A,Lach2,Goals,James2,highlight,none,0.894,0.198,0.582,0.771
2026-05-28,26:19.424,2H,B,Jake,Key Passes,,none,,,,,
2026-05-28,26:20.690,2H,B,Gio,Off Target,,none,,,,,
2026-05-28,26:22.182,2H,B,Richard,On Target,,none,,,,,
2026-05-28,26:22.638,2H,A,Alberto,GK Saves,,none,,,,,
2026-05-28,26:28.429,2H,B,Ines,Interceptions,,none,,,,,
2026-05-28,26:29.367,2H,B,Richard,Interceptions,,none,,,,,
2026-05-28,26:33.608,2H,B,James,Key Passes,,none,,,,,
2026-05-28,26:36.381,2H,B,Jake,Off Target,,none,,,,,
2026-05-28,26:44.559,2H,B,Richard,Interceptions,,none,,,,,
2026-05-28,26:49.679,2H,B,Gio,On Target,,none,,,,,
2026-05-28,26:49.679,2H,B,Gio,Goals,Richard,none,none,0.83,0.176,0.725,0.271
2026-05-28,27:10.533,2H,B,Gio,Tackles,,none,,,,,
2026-05-28,27:14.899,2H,A,James2,Interceptions,,none,,,,,
2026-05-28,27:28.084,2H,A,Lach2,Off Target,,none,,,,,
2026-05-28,27:28.438,2H,B,Jake,Blocks,,none,,,,,
2026-05-28,27:31.155,2H,A,James2,Key Passes,,none,,,,,
2026-05-28,27:32.010,2H,A,Xavier,Off Target,,none,,,,,
2026-05-28,27:38.790,2H,B,Jake,On Target,,none,,,,,
2026-05-28,27:38.790,2H,B,Jake,Goals,Gio,none,highlight,0.757,0.61,0.648,0.21
2026-05-28,28:09.773,2H,B,Jake,Tackles,,none,,,,,
2026-05-28,28:09.908,2H,B,Jake,Nutmegs,,none,,,,,
2026-05-28,28:14.424,2H,A,Lach2,Interceptions,,none,,,,,
2026-05-28,28:18.812,2H,B,Richard,Interceptions,,none,,,,,
2026-05-28,28:33.641,2H,B,Richard,Interceptions,,none,,,,,
2026-05-28,28:37.615,2H,A,Lachlan,Interceptions,,none,,,,,
2026-05-28,28:39.094,2H,A,Lachlan,Key Passes,,none,,,,,
2026-05-28,28:40.294,2H,A,Xavier,Off Target,,none,,,,,
2026-05-28,29:03.304,2H,A,Xavier,Interceptions,,none,,,,,
2026-05-28,29:06.856,2H,B,Gio,Key Passes,,none,,,,,
2026-05-28,29:10.121,2H,B,Jake,On Target,,none,,,,,
2026-05-28,29:10.365,2H,A,Alberto,GK Saves,,none,,,,,
2026-05-28,29:12.464,2H,A,Lach2,Interceptions,,none,,,,,
2026-05-28,29:15.808,2H,A,Lach2,Interceptions,,none,,,,,
2026-05-28,29:19.335,2H,B,Ines,Interceptions,,none,,,,,
2026-05-28,29:21.875,2H,B,Jake,Key Passes,,none,,,,,
2026-05-28,29:23.042,2H,B,Ines,On Target,,none,,,,,
2026-05-28,29:23.456,2H,A,Alberto,GK Saves,,none,,,,,
2026-05-28,29:31.348,2H,B,Richard,Interceptions,,none,,,,,
2026-05-28,29:44.996,2H,B,Richard,Key Passes,,none,,,,,
2026-05-28,29:45.976,2H,B,Jake,On Target,,none,,,,,
2026-05-28,29:46.126,2H,A,Lachlan,Blocks,,none,,,,,
2026-05-28,29:55.960,2H,A,James2,Interceptions,,none,,,,,
2026-05-28,29:59.843,2H,B,Richard,On Target,,none,,,,,
2026-05-28,29:59.843,2H,B,Richard,Goals,Ines,none,none,0.639,0.803,0.629,0.1
2026-05-28,30:32.415,2H,B,Gio,Interceptions,,none,,,,,
2026-05-28,30:34.049,2H,B,Gio,On Target,,none,,,,,
2026-05-28,30:34.317,2H,A,Alberto,GK Saves,,none,,,,,
2026-05-28,30:50.683,2H,A,Xavier,On Target,,none,,,,,
2026-05-28,30:50.898,2H,B,James,GK Saves,,none,,,,,
2026-05-28,31:18.006,2H,B,Richard,Key Passes,,none,,,,,
2026-05-28,31:19.066,2H,B,Ines,On Target,,none,,,,,
2026-05-28,31:19.434,2H,A,Alberto,GK Saves,,none,,,,,
2026-05-28,31:22.084,2H,B,Richard,Interceptions,,none,,,,,
2026-05-28,31:30.170,2H,B,Jake,Interceptions,,none,,,,,
2026-05-28,31:32.317,2H,B,Gio,Tackles,,none,,,,,
2026-05-28,31:34.305,2H,A,Lach2,Tackles,,none,,,,,
2026-05-28,31:37.268,2H,A,Lach2,Off Target,,none,,,,,
2026-05-28,31:48.531,2H,A,James2,Interceptions,,none,,,,,
2026-05-28,31:58.101,2H,A,Lachlan,Off Target,,none,,,,,
2026-05-28,32:03.647,2H,A,Lach2,Interceptions,,none,,,,,
2026-05-28,32:07.328,2H,A,Lach2,On Target,,none,,,,,
2026-05-28,32:07.890,2H,B,James,GK Saves,,none,,,,,
2026-05-28,32:11.790,2H,B,Gio,Tackles,,none,,,,,
2026-05-28,32:37.570,2H,A,Lach2,Goals,James2,none,none,0.752,0.224,0.693,0.64
2026-05-28,32:37.570,2H,A,Lach2,On Target,,none,,,,,
2026-05-28,32:37.785,2H,A,Lach2,Nutmegs,,none,,,,,
2026-05-28,32:55.856,2H,A,Lachlan,Tackles,,none,,,,,
2026-05-28,32:57.566,2H,A,Lachlan,Key Passes,,none,,,,,
2026-05-28,33:00.443,2H,A,Xavier,Off Target,,none,,,,,
2026-05-28,33:03.702,2H,A,Lachlan,Interceptions,,none,,,,,
2026-05-28,33:12.034,2H,B,Richard,On Target,,none,,,,,
2026-05-28,33:12.034,2H,B,Richard,Goals,Jake,none,none,0.812,0.567,0.793,0.188
2026-05-28,33:27.411,2H,A,Xavier,Off Target,,none,,,,,
2026-05-28,33:27.720,2H,B,Jake,Blocks,,none,,,,,
2026-05-28,34:11.477,2H,B,Richard,Interceptions,,none,,,,,
2026-05-28,34:26.662,2H,A,Lachlan,Interceptions,,none,,,,,
2026-05-28,32:47.315,2H,B,James,GK Removed,,,,,,,
2026-05-28,32:47.315,2H,B,Ines,GK On,,,,,,,
2026-05-28,34:32.294,2H,B,James,Key Passes,,none,,,,,
2026-05-28,34:33.620,2H,B,Jake,Off Target,,none,,,,,
2026-05-28,34:43.398,2H,B,Richard,Interceptions,,none,,,,,
2026-05-28,34:48.024,2H,A,Xavier,Tackles,,none,,,,,
2026-05-28,35:03.412,2H,B,Richard,Interceptions,,none,,,,,
2026-05-28,35:06.286,2H,A,Lach2,Tackles,,none,,,,,
2026-05-28,35:10.952,2H,B,Jake,Interceptions,,none,,,,,
2026-05-28,35:12.167,2H,A,Lach2,On Target,,none,,,,,
2026-05-28,35:12.283,2H,B,Gio,Blocks,,none,,,,,
2026-05-28,35:19.520,2H,A,Xavier,On Target,,none,,,,,
2026-05-28,35:19.789,2H,B,Ines,GK Saves,,none,,,,,
2026-05-28,35:28.720,2H,B,Gio,Key Passes,,none,,,,,
2026-05-28,35:29.852,2H,B,Richard,On Target,,none,,,,,
2026-05-28,35:30.077,2H,A,Alberto,GK Saves,,none,,,,,
2026-05-28,35:33.225,2H,B,Gio,Goals,James,none,none,0.757,0.58,0.887,0.859
2026-05-28,35:51.924,2H,A,Lach2,Key Passes,,none,,,,,
2026-05-28,35:53.909,2H,A,Lachlan,On Target,,none,,,,,
2026-05-28,35:54.031,2H,B,Ines,GK Saves,,none,,,,,
2026-05-28,36:00.102,2H,A,Lachlan,Tackles,,none,,,,,
2026-05-28,36:00.102,2H,A,Lachlan,Nutmegs,,none,,,,,
2026-05-28,36:27.038,2H,B,Jake,On Target,,none,,,,,
2026-05-28,36:27.038,2H,B,Jake,Goals,Richard,none,highlight,0.796,0.242,0.497,0.49
2026-05-28,36:56.456,2H,B,James,Tackles,,none,,,,,
2026-05-28,36:59.254,2H,B,Jake,Tackles,,none,,,,,
2026-05-28,36:59.254,2H,B,Jake,Nutmegs,,none,,,,,
2026-05-28,37:00.337,2H,B,Jake,On Target,,none,,,,,
2026-05-28,37:00.337,2H,B,Jake,Goals,,none,none,0.739,0.76,,
2026-05-28,37:14.488,2H,B,Jake,Tackles,,none,,,,,
2026-05-28,37:23.395,2H,B,Gio,Tackles,,none,,,,,
2026-05-28,37:40.180,2H,B,Jake,Tackles,,none,,,,,
2026-05-28,37:47.591,2H,B,Jake,Off Target,,none,,,,,
2026-05-28,37:49.578,2H,A,Lach2,Interceptions,,none,,,,,
2026-05-28,37:59.068,2H,B,Jake,Tackles,,none,,,,,
2026-05-28,38:01.317,2H,A,Xavier,Tackles,,none,,,,,
2026-05-28,38:03.975,2H,A,Lach2,Interceptions,,none,,,,,
2026-05-28,38:04.808,2H,B,Gio,Interceptions,,none,,,,,
2026-05-28,38:12.849,2H,B,James,Interceptions,,none,,,,,
2026-05-28,38:22.352,2H,B,Richard,On Target,,none,,,,,
2026-05-28,38:22.467,2H,B,Richard,Nutmegs,,none,,,,,
2026-05-28,38:22.467,2H,A,Lach2,Blocks,,none,,,,,
2026-05-28,38:24.698,2H,B,Richard,Interceptions,,none,,,,,
2026-05-28,38:32.352,2H,B,Gio,Interceptions,,none,,,,,
2026-05-28,38:37.866,2H,A,Lach2,Tackles,,none,,,,,
2026-05-28,38:42.380,2H,A,James2,Interceptions,,none,,,,,
2026-05-28,38:50.974,2H,A,James2,Interceptions,,none,,,,,
2026-05-28,39:01.731,2H,B,James,On Target,,none,,,,,
2026-05-28,39:01.731,2H,B,James,Goals,Gio,none,none,0.559,0.286,0.393,0.819
2026-05-28,39:22.525,2H,A,Lachlan,On Target,,none,,,,,
2026-05-28,39:22.525,2H,A,Lachlan,Goals,Lach2,none,none,0.834,0.887,0.559,0.885
2026-05-28,39:43.285,2H,A,Lach2,Tackles,,none,,,,,
2026-05-28,39:44.770,2H,A,Lach2,Off Target,,none,,,,,
2026-05-28,40:01.911,2H,A,Lach2,Goals,James2,none,highlight,0.834,0.211,0.734,0.868
2026-05-28,40:01.911,2H,A,Lach2,On Target,,none,,,,,
2026-05-28,40:25.633,2H,A,James2,Interceptions,,none,,,,,
2026-05-28,40:30.247,2H,A,Alberto,Interceptions,,none,,,,,
2026-05-28,40:34.010,2H,A,James2,Tackles,,none,,,,,
2026-05-28,40:42.415,2H,A,Alberto,Key Passes,,none,,,,,
2026-05-28,40:45.716,2H,A,Lachlan,Off Target,,none,,,,,
2026-05-28,40:47.386,2H,B,Ines,Interceptions,,none,,,,,
2026-05-28,39:32.386,2H,B,Ines,GK Removed,,,,,,,
2026-05-28,39:32.386,2H,B,Richard,GK On,,,,,,,
2026-05-28,41:10.564,2H,A,Xavier,Interceptions,,none,,,,,
2026-05-28,41:11.128,2H,B,Ines,Tackles,,none,,,,,
2026-05-28,41:14.476,2H,B,James,Key Passes,,none,,,,,
2026-05-28,41:20.836,2H,B,Gio,On Target,,none,,,,,
2026-05-28,41:20.984,2H,A,Alberto,GK Saves,,none,,,,,
2026-05-28,41:24.872,2H,A,James2,Interceptions,,none,,,,,
2026-05-28,41:28.291,2H,B,Jake,Tackles,,none,,,,,
2026-05-28,41:52.618,2H,B,Gio,Tackles,,none,,,,,
2026-05-28,41:55.793,2H,B,Gio,Key Passes,,none,,,,,
2026-05-28,41:58.234,2H,B,Jake,Off Target,,none,,,,,
2026-05-28,41:58.853,2H,A,Alberto,OG,,none,,,,,
2026-05-28,42:29.367,2H,B,Jake,Interceptions,,none,,,,,
2026-05-28,42:37.884,2H,B,Jake,Interceptions,,none,,,,,
2026-05-28,42:39.000,2H,B,Jake,On Target,,none,,,,,
2026-05-28,42:39.000,2H,B,Jake,Goals,,none,none,0.752,0.781,,
2026-05-28,42:48.113,2H,A,Alberto,GK Removed,,,,,,,
2026-05-28,42:48.113,2H,A,Xavier,GK On,,,,,,,
2026-05-28,43:05.645,2H,A,James2,On Target,,none,,,,,
2026-05-28,43:05.645,2H,A,James2,Goals,Lachlan,highlight,none,0.73,0.189,0.973,0.056
2026-05-28,43:35.681,2H,A,Alberto,Tackles,,none,,,,,
2026-05-28,43:43.154,2H,A,Lachlan,On Target,,none,,,,,
2026-05-28,43:43.154,2H,A,Lachlan,Goals,James2,none,none,0.862,0.299,0.383,0.293
2026-05-28,43:43.154,2H,A,Lachlan,Nutmegs,,none,,,,,
2026-05-28,43:59.394,2H,B,Ines,On Target,,none,,,,,
2026-05-28,44:24.253,2H,A,Lachlan,Key Passes,,none,,,,,
2026-05-28,44:25.300,2H,A,James2,Off Target,,none,,,,,
2026-05-28,44:31.654,2H,A,Lach2,Tackles,,none,,,,,
2026-05-28,44:35.430,2H,B,Gio,Interceptions,,none,,,,,
2026-05-28,44:36.317,2H,A,Lachlan,Off Target,,none,,,,,
2026-05-28,44:40.264,2H,B,Jake,Tackles,,none,,,,,
2026-05-28,44:54.608,2H,A,James2,Tackles,,none,,,,,
2026-05-28,44:59.392,2H,B,Jake,Key Passes,,none,,,,,
2026-05-28,45:00.580,2H,B,Gio,Off Target,,none,,,,,
2026-05-28,45:01.220,2H,A,Xavier,GK Saves,,none,,,,,
2026-05-28,45:07.191,2H,B,Jake,Key Passes,,none,,,,,
2026-05-28,45:08.085,2H,B,Gio,On Target,,none,,,,,
2026-05-28,45:08.263,2H,A,Lachlan,Blocks,,none,,,,,
2026-05-28,45:15.210,2H,A,Xavier,Key Passes,,none,,,,,
2026-05-28,45:17.307,2H,A,Lachlan,Off Target,,none,,,,,
2026-05-28,45:22.115,2H,B,Richard,Key Passes,,none,,,,,
2026-05-28,45:25.033,2H,B,Ines,On Target,,none,,,,,
2026-05-28,45:25.690,2H,A,Xavier,GK Saves,,none,,,,,
2026-05-28,45:43.639,2H,B,Gio,Interceptions,,none,,,,,
2026-05-28,45:46.585,2H,B,Gio,Key Passes,,none,,,,,
2026-05-28,45:47.995,2H,B,Jake,On Target,,none,,,,,
2026-05-28,45:48.211,2H,A,Xavier,GK Saves,,none,,,,,
2026-05-28,45:52.215,2H,B,Jake,On Target,,none,,,,,
2026-05-28,45:52.311,2H,A,Lach2,Blocks,,none,,,,,
2026-05-28,45:53.436,2H,B,Gio,On Target,,none,,,,,
2026-05-28,45:53.708,2H,A,Xavier,GK Saves,,none,,,,,
2026-05-28,46:07.806,2H,B,Richard,GK Removed,,,,,,,
2026-05-28,46:07.806,2H,B,Ines,GK On,,,,,,,
2026-05-28,46:11.303,2H,B,Richard,Interceptions,,none,,,,,
2026-05-28,46:13.809,2H,A,Lach2,Tackles,,none,,,,,
2026-05-28,46:16.412,2H,B,Richard,Tackles,,none,,,,,
2026-05-28,46:20.365,2H,A,Lach2,Key Passes,,none,,,,,
2026-05-28,46:22.462,2H,A,Lachlan,On Target,,none,,,,,
2026-05-28,46:22.462,2H,A,Lachlan,Goals,Alberto,highlight,highlight,0.791,0.505,0.807,0.341
2026-05-28,46:44.664,2H,A,Lachlan,Interceptions,,none,,,,,
2026-05-28,46:46.676,2H,B,Jake,Key Passes,,none,,,,,
2026-05-28,46:47.933,2H,B,Gio,On Target,,none,,,,,
2026-05-28,46:48.144,2H,A,James2,Blocks,,none,,,,,
2026-05-28,46:51.208,2H,A,Lachlan,Interceptions,,none,,,,,
2026-05-28,47:07.722,2H,A,Alberto,On Target,,none,,,,,
2026-05-28,47:07.722,2H,A,Alberto,Goals,Lach2,highlight,none,0.923,0.812,0.928,0.157
2026-05-28,47:44.161,2H,B,Gio,Key Passes,,none,,,,,
2026-05-28,47:44.982,2H,B,Jake,Off Target,,none,,,,,
2026-05-28,47:49.280,2H,A,Xavier,Key Passes,,none,,,,,
2026-05-28,47:51.621,2H,A,Alberto,Off Target,,none,,,,,
2026-05-28,48:01.807,2H,B,Gio,Key Passes,,none,,,,,
2026-05-28,48:03.113,2H,B,James,On Target,,none,,,,,
2026-05-28,48:03.498,2H,A,Xavier,GK Saves,,none,,,,,
2026-05-28,48:12.956,2H,B,Jake,On Target,,none,,,,,
2026-05-28,48:13.328,2H,A,Xavier,GK Saves,,none,,,,,
2026-05-28,48:18.704,2H,B,Jake,Interceptions,,none,,,,,
2026-05-28,48:20.226,2H,B,Jake,Off Target,,none,,,,,
2026-05-28,48:23.150,2H,B,Gio,On Target,,none,,,,,
2026-05-28,48:23.150,2H,B,Gio,Nutmegs,,none,,,,,
2026-05-28,48:23.150,2H,B,Gio,Goals,,highlight,none,0.928,0.803,,
2026-05-28,48:44.144,2H,A,Lachlan,Nutmegs,,none,,,,,
2026-05-28,48:49.681,2H,B,James,Nutmegs,,none,,,,,
2026-05-28,48:52.349,2H,A,James2,Key Passes,,none,,,,,
2026-05-28,48:54.562,2H,A,Alberto,Off Target,,none,,,,,
2026-05-28,49:11.674,2H,B,Richard,Tackles,,none,,,,,
2026-05-28,49:15.233,2H,B,Richard,Off Target,,none,,,,,
2026-05-28,49:15.462,2H,A,Lach2,Blocks,,none,,,,,
2026-05-28,49:27.477,2H,B,Jake,Interceptions,,none,,,,,
2026-05-28,49:39.190,2H,A,James2,Key Passes,,none,,,,,
2026-05-28,49:40.506,2H,A,Lachlan,Off Target,,none,,,,,
2026-05-28,49:53.930,2H,B,Richard,Key Passes,,none,,,,,
2026-05-28,49:55.669,2H,B,James,Off Target,,none,,,,,
2026-05-28,50:20.770,2H,B,Jake,On Target,,none,,,,,
2026-05-28,50:20.770,2H,B,Jake,Nutmegs,,none,,,,,
2026-05-28,50:20.770,2H,B,Jake,Goals,Richard,none,none,0.768,0.667,0.871,0.811
2026-05-28,50:45.541,2H,A,Lachlan,On Target,,none,,,,,
2026-05-28,50:45.541,2H,A,Lachlan,Goals,James2,none,none,0.846,0.224,0.675,0.833
2026-05-28,51:04.478,2H,B,Richard,On Target,,none,,,,,
2026-05-28,51:04.770,2H,A,Lachlan,Blocks,,none,,,,,
2026-05-28,51:06.446,2H,B,Jake,Off Target,,none,,,,,
2026-05-28,51:06.567,2H,A,Lachlan,Blocks,,none,,,,,
2026-05-28,51:09.938,2H,B,Jake,On Target,,none,,,,,
2026-05-28,51:10.190,2H,A,Lachlan,Blocks,,none,,,,,
2026-05-28,51:16.743,2H,B,Richard,Interceptions,,none,,,,,
